Preference,Probability
Running,0.09168957
Cycling,0.090381846
Swimming,0.08902499
Yoga,0.092761405
Gym Workouts,0.09470094
Team Sports,0.09312428
Hiking,0.09103644
Martial Arts,0.084692605
Dancing,0.09098051
Gaming,0.09046609
Jewellery,0.091141395
