Preference,Probability
Running,0.08920978
Cycling,0.09025051
Swimming,0.090352975
Yoga,0.09238458
Gym Workouts,0.096588366
Team Sports,0.09323395
Hiking,0.09056295
Martial Arts,0.08631024
Dancing,0.09092573
Gaming,0.088792436
Jewellery,0.0913885
